count,deep,Source,Target,Weight
1899,452,9991632,9991512,-8
1900,453,9992088,9991512,-36
1901,454,9991848,9991512,-21
1902,455,9991872,9991512,-23
1903,456,9991512,9991512,0
1904,453,9991536,9991560,1
1905,454,9991488,9991560,4
1906,455,9991560,9991560,0
1907,453,9991584,9992496,57
1908,454,9991584,9991800,13
1909,455,9991584,9991584,0
1910,456,9991800,9991800,0
1911,456,9991896,9992496,37
1912,457,9991896,9991920,1
1913,458,9991824,9991920,6
1914,459,9991920,9991920,0
1915,458,9991368,9992496,70
1916,459,9991368,9991392,1
1917,460,9991392,9991392,0
1918,460,9991992,9992496,31
1919,461,9991992,9991992,0
1920,462,9991440,9992496,66
1921,463,9991440,9992376,58
1922,464,9992160,9992376,13
1923,465,9992376,9992376,0
1924,464,9992496,9992496,0
1925,456,9992736,9993528,49
1926,457,9992736,9992352,-24
1927,458,9992808,9992352,-29
1928,459,9992568,9992352,-14
1929,460,9992352,9992352,0
1930,458,9992664,9993528,54
1931,459,9992664,9992472,-12
1932,460,9992664,9992208,-29
1933,461,9992784,9992208,-36
1934,462,9992208,9992208,0
1935,461,9992832,9992472,-23
1936,462,9992832,9992280,-35
1937,463,9992856,9992280,-36
1938,464,9992400,9992280,-8
1939,465,9992136,9992280,9
1940,466,9992280,9992280,0
1941,463,9992256,9992472,13
1942,464,9992304,9992472,10
1943,465,9992424,9992472,3
1944,466,9992424,9992424,0
1945,467,9992472,9992472,0
1946,463,9992448,9993528,67
1947,464,9992448,9993384,58
1948,465,9992448,9992544,6
1949,466,9992520,9992544,1
1950,467,9992712,9992544,-11
1951,468,9992544,9992544,0
1952,466,9992616,9993384,48
1953,467,9992616,9993024,25
1954,468,9993576,9993024,-35
1955,469,9993576,9993240,-21
1956,470,9993240,9993240,0
1957,470,9993336,9993024,-20
1958,471,9993000,9993024,1
1959,472,9993000,9993000,0
1960,473,9993480,9993024,-29
1961,474,9992928,9993024,6
1962,475,9993024,9993024,0
1963,470,9993144,9993384,15
1964,471,9993144,9992904,-15
1965,472,9993072,9992904,-11
1966,473,9993120,9992904,-14
1967,474,9993600,9992904,-44
1968,475,9993408,9992904,-32
1969,476,9993312,9992904,-26
1970,477,9993312,9993312,0
1971,472,9993264,9993384,7
1972,473,9993264,9992952,-20
1973,474,9993288,9992952,-21
1974,475,9992952,9992952,0
1975,474,9993648,9993384,-17
1976,475,9993552,9993384,-11
1977,476,9993384,9993384,0
1978,471,9993456,9993528,4
1979,472,9993096,9993528,27
1980,473,9993168,9993528,22
1981,474,9993192,9993528,21
1982,475,9993504,9993528,1
1983,476,9993528,9993528,0
1984,468,9993864,10001920,503
1985,469,9993864,9996216,147
1986,470,9993864,9995952,130
1987,471,9993864,9993984,7
1988,472,9993864,9994080,13
1989,473,9993888,9994080,12
1990,474,9993888,9993912,1
1991,475,9993912,9993912,0
1992,475,9993792,9994080,18
1993,476,9993792,9993792,0
1994,477,9994056,9994080,1
1995,478,9994080,9994080,0
1996,475,9993696,9993984,18
1997,476,9993696,9993744,3
1998,477,9993696,9994416,45
1999,478,9994416,9994416,0
2000,478,9993672,9993744,4
2001,479,9993720,9993744,1
2002,480,9993744,9993744,0
2003,478,9993960,9993984,1
2004,479,9993768,9993984,13
2005,480,9994152,9993984,-11
2006,481,9994176,9993984,-12
2007,482,9994224,9993984,-15
2008,483,9994296,9993984,-20
2009,484,9993984,9993984,0
2010,477,9994032,9995952,120
2011,478,9994032,9995064,64
2012,479,9994032,9994824,49
2013,480,9994032,9994392,22
2014,481,9994032,9994248,13
2015,482,9994248,9994248,0
2016,482,9994272,9994392,7
2017,483,9994392,9994392,0
2018,482,9994344,9994824,30
2019,483,9994536,9994824,18
2020,484,9995184,9994824,-23
2021,485,9994776,9994824,3
2022,486,9994800,9994824,1
2023,487,9994920,9994824,-6
2024,488,9994968,9994824,-9
2025,489,9994968,9994968,0
2026,482,9995040,9995064,1
2027,483,9995040,9994560,-30
2028,484,9994488,9994560,4
2029,485,9994488,9994944,28
2030,486,9994848,9994944,6
2031,487,9994440,9994944,31
2032,488,9994944,9994944,0
2033,486,9994992,9994560,-27
2034,487,9994560,9994560,0
2035,485,9995064,9995064,0
2036,484,9994752,9995952,75
2037,485,9994752,9994608,-9
2038,486,9995088,9994608,-30
2039,487,9994872,9994608,-17
2040,488,9995112,9994608,-32
2041,489,9994608,9994608,0
2042,486,9994728,9995952,76
2043,487,9994728,9995136,25
2044,488,9994632,9995136,31
2045,489,9995136,9995136,0
2046,488,9994656,9995952,81
2047,489,9994680,9995952,79
2048,490,9994704,9995952,78
2049,491,9995928,9995952,1
2050,492,9995952,9995952,0
2051,485,9995208,9996216,63
2052,486,9995208,9995520,19
2053,487,9995208,9995904,43
2054,488,9995688,9995904,13
2055,489,9995232,9995904,42
2056,490,9995232,9995304,4
2057,491,9995304,9995304,0
2058,488,9995664,9995520,-9
2059,489,9995664,9995568,-6
2060,490,9995664,9995376,-18
2061,491,9995496,9995376,-8
2062,492,9995736,9995376,-23
2063,493,9995256,9995376,7
2064,494,9995376,9995376,0
2065,491,9995280,9995568,18
2066,492,9995880,9995568,-20
2067,493,9995880,9995712,-11
2068,494,9995712,9995712,0
2069,494,9995472,9995568,6
2070,495,9995328,9995568,15
2071,496,9995328,9995328,0
2072,492,9995856,9995520,-21
2073,493,9995424,9995520,6
2074,494,9995520,9995520,0
2075,491,9995448,9996216,48
2076,492,9995448,9995640,12
2077,493,9995448,9995448,0
2078,494,9995592,9995640,3
2079,495,9995616,9995640,1
2080,496,9995640,9995640,0
2081,494,9996168,9996216,3
2082,495,9996168,9996336,10
2083,496,9996168,9996048,-8
2084,497,9996240,9996048,-12
2085,498,9996000,9996048,3
2086,499,9996048,9996048,0
2087,497,9996336,9996336,0
2088,497,9996360,9996216,-9
2089,498,9996384,9996216,-11
2090,499,9996096,9996216,7
2091,500,9996072,9996216,9
2092,501,9996120,9996216,6
2093,502,9996216,9996216,0
2094,494,9996264,10001920,353
2095,495,9996264,9996312,3
2096,496,9996288,9996312,1
2097,497,9996312,9996312,0
2098,496,10002016,10001920,-6
2099,497,10002016,10002160,9
2100,498,10002160,10002160,0
2101,498,10002568,10001920,-41
2102,499,10002304,10001920,-24
2103,500,10002544,10001920,-39
2104,501,10002544,10002376,-11
2105,502,10002232,10002376,9
2106,503,10002376,10002376,0
2107,502,10001920,10001920,0
2108,495,10002280,9997384,-306
2109,496,10002280,9996688,-350
2110,497,10002280,9996760,-345
2111,498,10002280,10004512,139
2112,499,10002280,10003096,51
2113,500,10002280,10001896,-24
2114,501,10002280,10002400,7
2115,502,10002088,10002400,19
2116,503,10002136,10002400,16
2117,504,10002400,10002400,0
2118,502,10002328,10001896,-27
2119,503,10002328,10002208,-8
2120,504,10002328,10002592,16
2121,505,10002112,10002592,30
2122,506,10002592,10002592,0
2123,505,10002184,10002208,1
2124,506,10002208,10002208,0
2125,505,10002448,10001896,-35
2126,506,10002496,10001896,-38
2127,507,10002472,10001896,-36
2128,508,10001992,10001896,-6
2129,509,10002520,10001896,-39
2130,510,10001896,10001896,0
2131,504,10002064,10003096,64
2132,505,10002808,10003096,18
2133,506,10003288,10003096,-12
2134,507,10002760,10003096,21
2135,508,10003312,10003096,-14
2136,509,10003240,10003096,-9
2137,510,10003096,10003096,0
2138,504,10003168,10004512,84
2139,505,10003168,10004008,52
2140,506,10002928,10004008,67
2141,507,10002928,10003792,54
2142,508,10002832,10003792,60
2143,509,10003048,10003792,46
2144,510,10003048,10002976,-5
2145,511,10003048,10003048,0
2146,512,10002856,10002976,7
2147,513,10002712,10002976,16
2148,514,10003336,10002976,-23
2149,515,10002952,10002976,1
2150,516,10002952,10002952,0
2151,517,10002976,10002976,0
2152,513,10003000,10003792,49
2153,514,10003000,10003360,22
2154,515,10003000,10003120,7
2155,516,10003072,10003120,3
2156,517,10002736,10003120,24
2157,518,10003120,10003120,0
2158,515,10003216,10003792,36
2159,516,10003216,10003456,15
2160,517,10002784,10003456,42
2161,518,10003384,10003456,4
2162,519,10003264,10003456,12
2163,520,10002640,10003456,51
2164,521,10002664,10003456,49
2165,522,10002688,10003456,48
2166,523,10003504,10003456,-3
2167,524,10003600,10003456,-9
2168,525,10003768,10003456,-20
2169,526,10003456,10003456,0
2170,517,10003552,10003792,15
2171,518,10003936,10003792,-9
2172,519,10003720,10003792,4
2173,520,10004152,10003792,-23
2174,521,10003408,10003792,24
2175,522,10003792,10003792,0
2176,513,10003744,10004008,16
2177,514,10003432,10004008,36
2178,515,10003480,10004008,33
2179,516,10003648,10004008,22
2180,517,10003648,10003528,-8
2181,518,10003528,10003528,0
2182,518,10003576,10004008,27
2183,519,10004008,10004008,0
2184,513,10003840,10004512,42
2185,514,10003840,10004128,18
2186,515,10003840,10003840,0
2187,516,10004032,10004128,6
2188,517,10004032,10003984,-3
2189,518,10003984,10003984,0
2190,518,10003672,10004128,28
2191,519,10003696,10004128,27
2192,520,10004104,10004128,1
2193,521,10004128,10004128,0
2194,517,10003888,10004512,39
2195,518,10003888,10004200,19
2196,519,10004248,10004200,-3
2197,520,10004200,10004200,0
2198,519,10004584,10004512,-5
2199,520,10004176,10004512,21
2200,521,10004536,10004512,-2
2201,522,10004392,10004512,7
2202,523,10004392,10004392,0
2203,516,10004368,9996760,-476
2204,517,10004368,9996544,-489
2205,518,10004368,10004488,7
2206,519,10004224,10004488,16
2207,520,10004464,10004488,1
2208,521,10004488,10004488,0
2209,519,10004320,9996544,-486
2210,520,10004320,9996976,-459
2211,521,10004344,9996976,-461
2212,522,10004440,9996976,-467
2213,523,10004416,9996976,-465
2214,524,9996856,9996976,7
2215,525,9996976,9996976,0
2216,521,9996544,9996544,0
2217,520,9996904,9996760,-9
2218,521,9996712,9996760,3
2219,522,9996760,9996760,0
2220,519,9996568,9996688,7
2221,520,9996928,9996688,-15
2222,521,9996928,9997120,12
2223,522,9996928,9997216,18
2224,523,9996736,9997216,30
2225,524,9997216,9997216,0
2226,523,9996808,9997120,19
2227,524,9996784,9997120,21
2228,525,9996880,9997120,15
2229,526,9996952,9997120,10
2230,527,9997120,9997120,0
2231,523,9996616,9996688,4
2232,524,9996616,9997192,36
2233,525,9996832,9997192,22
2234,526,9997192,9997192,0
2235,525,9997072,9996688,-24
2236,526,9996664,9996688,1
2237,527,9997144,9996688,-29
2238,528,9996688,9996688,0
2239,522,9996496,9997384,55
2240,523,9996496,9997336,52
2241,524,9996520,9997336,51
2242,525,9996520,9997792,79
2243,526,9996592,9997792,75
2244,527,9997792,9997792,0
2245,526,9997456,9997336,-8
2246,527,9997456,9997816,22
2247,528,9997672,9997816,9
2248,529,9997816,9997816,0
2249,528,9997336,9997336,0
2250,526,9997576,9997384,-12
2251,527,9997576,9997552,-2
2252,528,9997648,9997552,-6
2253,529,9997552,9997552,0
2254,528,9997600,9997384,-14
2255,529,9997600,9997408,-12
2256,530,9997600,9997984,24
2257,531,9997624,9997984,22
2258,532,9997624,9997360,-17
2259,533,9997360,9997360,0
2260,533,9997984,9997984,0
2261,532,9997768,9997408,-23
2262,533,9997408,9997408,0
2263,532,9997432,9997384,-3
2264,533,9997384,9997384,0
2265,528,9998008,9999448,90
2266,529,9998008,9998224,13
2267,530,9998008,9998344,21
2268,531,9998008,9997912,-6
2269,532,9998008,9997840,-11
2270,533,9997840,9997840,0
2271,533,9997888,9997912,1
2272,534,9997312,9997912,37
2273,535,9997912,9997912,0
2274,533,9997288,9998344,66
2275,534,9998344,9998344,0
2276,533,9998032,9998224,12
2277,534,9998392,9998224,-11
2278,535,9998560,9998224,-21
2279,536,9998560,9998104,-29
2280,537,9998560,9998368,-12
2281,538,9998368,9998368,0
2282,538,9998080,9998104,1
2283,539,9998272,9998104,-11
2284,540,9998104,9998104,0
2285,538,9998128,9998224,6
2286,539,9998128,9998248,7
2287,540,9998632,9998248,-24
2288,541,9998632,9998632,0
2289,542,9998464,9998248,-14
2290,543,9998464,9998464,0
2291,541,9998584,9998224,-23
2292,542,9998680,9998224,-29
2293,543,9998152,9998224,4
2294,544,9998224,9998224,0
2295,537,9998752,9999448,43
2296,538,9998752,9998296,-29
2297,539,9998296,9998296,0
2298,539,9998200,9999448,78
2299,540,9998200,9998800,37
2300,541,9998200,9998872,42
2301,542,9998200,9999304,69
2302,543,9998320,9999304,61
2303,544,9998440,9999304,54
2304,545,9998488,9999304,51
2305,546,9998512,9999304,49
2306,547,9998608,9999304,43
2307,548,9998536,9999304,48
2308,549,9999304,9999304,0
2309,543,9999064,9998872,-12
2310,544,9999328,9998872,-29
2311,545,9999328,9999160,-11
2312,546,9999136,9999160,1
2313,547,9999160,9999160,0
2314,546,9999496,9998872,-39
2315,547,9999184,9998872,-20
2316,548,9998872,9998872,0
2317,544,9999376,9998800,-36
2318,545,9999376,9998896,-30
2319,546,9998824,9998896,4
2320,547,9998896,9998896,0
2321,546,9999040,9998800,-15
2322,547,9999040,9999016,-2
2323,548,9998920,9999016,6
2324,549,9999016,9999016,0
2325,548,9999352,9998800,-35
2326,549,9999208,9998800,-26
2327,550,9998800,9998800,0
2328,546,9999256,9999448,12
2329,547,9999256,9998848,-26
2330,548,9999280,9998848,-27
2331,549,9998848,9998848,0
2332,548,9998992,9999448,28
2333,549,9999448,9999448,0
2334,544,9999424,10020928,1344
2335,545,9999424,9999592,10
2336,546,9999424,9999832,25
2337,547,9999424,9999568,9
2338,548,9999088,9999568,30
2339,549,10000264,9999568,-44
2340,550,9999736,9999568,-11
2341,551,9999568,9999568,0
2342,548,9999904,9999832,-5
2343,549,9999760,9999832,4
2344,550,9999808,9999832,1
2345,551,9999832,9999832,0
2346,548,10000096,9999592,-32
2347,549,9999688,9999592,-6
2348,550,10000024,9999592,-27
2349,551,9999952,9999592,-23
2350,552,9999976,9999592,-24
2351,553,9999712,9999592,-8
2352,554,9999592,9999592,0
2353,548,10000000,10020928,1308
2354,549,10000000,10000480,30
2355,550,10000000,10000144,9
2356,551,9999616,10000144,33
2357,552,9999640,10000144,31
2358,553,9999664,10000144,30
2359,554,9999664,9999928,16
2360,555,9999880,9999928,3
2361,556,9999928,9999928,0
2362,555,10000072,10000144,4
2363,556,10000072,10000072,0
2364,557,10000144,10000144,0
2365,553,10000168,10000480,19
2366,554,10000168,10000288,7
2367,555,10000216,10000288,4
2368,556,10000240,10000288,3
2369,557,10000288,10000288,0
2370,555,10000744,10000480,-17
2371,556,10000744,10000912,10
2372,557,10000744,10000816,4
2373,558,10000744,10001056,19
2374,559,10001056,10001056,0
2375,559,10000816,10000816,0
2376,559,10001080,10000912,-11
2377,560,10000672,10000912,15
2378,561,10000696,10000912,13
2379,562,10000696,10000384,-20
2380,563,10000696,10000720,1
2381,564,10000840,10000720,-8
2382,565,10000864,10000720,-9
2383,566,10000720,10000720,0
2384,564,10000936,10000384,-35
2385,565,10000384,10000384,0
2386,564,10000336,10000912,36
2387,565,10000888,10000912,1
2388,566,10000912,10000912,0
2389,561,10000456,10000480,1
2390,562,10000408,10000480,4
2391,563,10000984,10000480,-32
2392,564,10000480,10000480,0
2393,559,10001008,10020928,1245
2394,560,10001008,10000576,-27
2395,561,10000504,10000576,4
2396,562,10000528,10000576,3
2397,563,10000552,10000576,1
2398,564,10000576,10000576,0
2399,561,10000600,10020928,1270
2400,562,10000600,10020856,1266
2401,563,10000600,10020376,1236
2402,564,10000600,10001176,36
2403,565,10001512,10001176,-21
2404,566,10001512,10001728,13
2405,567,10001656,10001728,4
2406,568,10001656,10001656,0
2407,569,10001608,10001728,7
2408,570,10001728,10001728,0
2409,568,10001848,10001176,-42
2410,569,10001848,10001560,-18
2411,570,10001848,10001680,-11
2412,571,10001680,10001680,0
2413,571,10001584,10001560,-2
2414,572,10001152,10001560,25
2415,573,10001200,10001560,22
2416,574,10001200,10001200,0
2417,575,10001248,10001560,19
2418,576,10001560,10001560,0
2419,572,10001632,10001176,-29
2420,573,10001176,10001176,0
2421,570,10001704,10020376,1167
2422,571,10001704,10020472,1173
2423,572,10001224,10020472,1203
2424,573,10001224,10001320,6
2425,574,10001776,10001320,-29
2426,575,10001776,10001752,-2
2427,576,10001752,10001752,0
2428,576,10001368,10001320,-3
2429,577,10001320,10001320,0
2430,575,10001344,10020472,1195
2431,576,10001416,10020472,1191
2432,577,10001416,10001536,7
2433,578,10001416,10001416,0
2434,579,10001488,10001536,3
2435,580,10001536,10001536,0
2436,575,10020496,10020376,-8
2437,576,10020424,10020376,-3
2438,577,10020904,10020376,-33
2439,578,10020616,10020376,-15
2440,579,10020376,10020376,0
2441,574,10020760,10020856,6
2442,575,10020856,10020856,0
2443,574,10020784,10020928,9
2444,575,10020784,10020808,1
2445,576,10020232,10020808,36
2446,577,10020184,10020808,39
2447,578,10020808,10020808,0
2448,576,10020928,10020928,0
2449,571,10020208,10025680,342
2450,572,10020208,10024936,295
2451,573,10020208,10022032,114
2452,574,10020208,10021792,99
2453,575,10020208,10022272,129
2454,576,10020208,10020544,21
2455,577,10020208,10020256,3
2456,578,10020736,10020256,-30
2457,579,10020256,10020256,0
2458,578,10020280,10020544,16
2459,579,10020328,10020544,13
2460,580,10020544,10020544,0
2461,578,10020304,10022272,123
2462,579,10020304,10021624,82
2463,580,10020304,10021096,49
2464,581,10020640,10021096,28
2465,582,10020352,10021096,46
2466,583,10020352,10020400,3
2467,584,10020568,10020400,-11
2468,585,10020400,10020400,0
2469,584,10021000,10021096,6
2470,585,10021096,10021096,0
2471,582,10021168,10021624,28
2472,583,10021216,10021624,25
2473,584,10021432,10021624,12
2474,585,10021024,10021624,37
2475,586,10021024,10021192,10
2476,587,10021384,10021192,-12
2477,588,10021192,10021192,0
2478,587,10021624,10021624,0
2479,583,10021240,10022272,64
2480,584,10021336,10022272,58
2481,585,10021336,10021648,19
2482,586,10021408,10021648,15
2483,587,10021576,10021648,4
2484,588,10021552,10021648,6
2485,589,10021072,10021648,36
2486,590,10021288,10021648,22
2487,591,10021648,10021648,0
2488,586,10021456,10022272,51
2489,587,10021456,10021504,3
2490,588,10021120,10021504,24
2491,589,10021120,10020952,-11
2492,590,10021120,10021144,1
2493,591,10021120,10021600,30
2494,592,10021600,10021600,0
2495,591,10020952,10020952,0
2496,591,10021504,10021504,0
2497,590,10020976,10022272,81
2498,591,10021048,10022272,76
2499,592,10022128,10022272,9
2500,593,10022272,10022272,0
2501,586,10021792,10021792,0
2502,586,10022032,10022032,0
2503,586,10022008,10024936,183
2504,587,10021960,10024936,186
2505,588,10021960,10022200,15
2506,589,10022056,10022200,9
2507,590,10022080,10022200,7
2508,591,10021816,10022200,24
2509,592,10021984,10022200,13
2510,593,10022440,10022200,-15
2511,594,10022200,10022200,0
2512,589,10021864,10024936,192
2513,590,10021864,10022584,45
2514,591,10021864,10022848,61
2515,592,10022392,10022848,28
2516,593,10022392,10022320,-5
2517,594,10022392,10022464,4
2518,595,10022392,10021936,-29
2519,596,10022392,10021840,-35
2520,597,10021888,10021840,-3
2521,598,10021840,10021840,0
2522,595,10022176,10022320,9
2523,596,10022176,10022176,0
2524,597,10021768,10022320,34
2525,598,10021768,10021768,0
2526,599,10022320,10022320,0
2527,597,10022368,10022848,30
2528,598,10022368,10022368,0
2529,599,10021744,10022848,69
2530,600,10022848,10022848,0
2531,597,10022800,10022584,-14
2532,598,10022800,10023088,18
2533,599,10022800,10022800,0
2534,600,10022512,10023088,36
2535,601,10022512,10022536,1
2536,602,10022728,10022536,-12
2537,603,10022728,10022728,0
2538,602,10023232,10023088,-9
2539,603,10023088,10023088,0
2540,601,10022920,10022584,-21
2541,602,10022704,10022584,-8
2542,603,10023112,10022584,-33
2543,604,10023040,10022584,-29
2544,605,10023040,10023184,9
2545,606,10023136,10023184,3
2546,607,10022560,10023184,39
2547,608,10022680,10023184,31
2548,609,10023184,10023184,0
2549,606,10022752,10022584,-11
2550,607,10022584,10022584,0
2551,601,10022608,10024936,145
2552,602,10022608,10024600,124
2553,603,10022608,10024432,114
2554,604,10022608,10023880,79
2555,605,10022608,10023520,57
2556,606,10022608,10023688,67
2557,607,10022608,10023952,84
2558,608,10022608,10022992,24
2559,609,10022608,10022776,10
2560,610,10022656,10022776,7
2561,611,10022776,10022776,0
2562,610,10023064,10022992,-5
2563,611,10022896,10022992,6
2564,612,10022992,10022992,0
2565,610,10022968,10023952,61
2566,611,10023784,10023952,10
2567,612,10023592,10023952,22
2568,613,10023616,10023952,21
2569,614,10023928,10023952,1
2570,615,10023952,10023952,0
2571,610,10023328,10023688,22
2572,611,10023688,10023688,0
2573,610,10023664,10023520,-9
2574,611,10023664,10023856,12
2575,612,10023352,10023856,31
2576,613,10023352,10023424,4
2577,614,10023712,10023424,-18
2578,615,10023712,10023712,0
2579,616,10023280,10023424,9
2580,617,10023376,10023424,3
2581,618,10023400,10023424,1
2582,619,10023496,10023424,-5
2583,620,10023424,10023424,0
2584,615,10024000,10023856,-9
2585,616,10024000,10023256,-47
2586,617,10023760,10023256,-32
2587,618,10023736,10023256,-30
2588,619,10023256,10023256,0
2589,617,10023808,10023856,3
2590,618,10023856,10023856,0
2591,615,10023448,10023520,4
2592,616,10023520,10023520,0
2593,614,10023880,10023880,0
2594,614,10024408,10024432,1
2595,615,10024408,10024360,-3
2596,616,10024720,10024360,-23
2597,617,10024192,10024360,10
2598,618,10024024,10024360,21
2599,619,10024240,10024360,7
2600,620,10024360,10024360,0
2601,616,10024264,10024432,10
2602,617,10024288,10024432,9
2603,618,10024288,10024552,16
2604,619,10024312,10024552,15
2605,620,10024552,10024552,0
2606,619,10024480,10024432,-3
2607,620,10024480,10024480,0
2608,616,10024168,10024600,27
2609,617,10024048,10024600,34
2610,618,10024048,10024504,28
2611,619,10024768,10024504,-17
2612,620,10024504,10024504,0
2613,619,10024096,10024600,31
2614,620,10024096,10024384,18
2615,621,10024120,10024384,16
2616,622,10024336,10024384,3
2617,623,10024384,10024384,0
2618,621,10024576,10024600,1
2619,622,10024600,10024600,0
2620,618,10024648,10024936,18
2621,619,10024648,10025248,37
2622,620,10024648,10025224,36
2623,621,10024648,10024648,0
2624,622,10024696,10025224,33
2625,623,10024744,10025224,30
2626,624,10024744,10025200,28
2627,625,10025200,10025200,0
2628,625,10025224,10025224,0
2629,623,10024816,10025248,27
2630,624,10025272,10025248,-2
2631,625,10024888,10025248,22
2632,626,10025536,10025248,-18
2633,627,10025536,10025152,-24
2634,628,10025128,10025152,1
2635,629,10025152,10025152,0
2636,628,10025320,10025248,-5
2637,629,10025176,10025248,4
2638,630,10025248,10025248,0
2639,624,10024840,10024936,6
2640,625,10025344,10024936,-26
2641,626,10025344,10025368,1
2642,627,10024792,10025368,36
2643,628,10025368,10025368,0
2644,627,10025440,10024936,-32
2645,628,10024912,10024936,1
2646,629,10024864,10024936,4
2647,630,10025464,10024936,-33
2648,631,10024936,10024936,0
2649,620,10024960,10025680,45
2650,621,10024960,10025008,3
2651,622,10024984,10025008,1
2652,623,10025008,10025008,0
2653,622,10025056,10025680,39
2654,623,10025056,10025656,37
2655,624,10025056,10025080,1
2656,625,10025080,10025080,0
2657,625,10025968,10025656,-20
2658,626,10026112,10025656,-29
2659,627,10025560,10025656,6
2660,628,10026064,10025656,-26
2661,629,10026184,10025656,-33
2662,630,10026184,10026184,0
2663,631,10026304,10025656,-41
2664,632,10026136,10025656,-30
2665,633,10025584,10025656,4
2666,634,10026040,10025656,-24
2667,635,10025608,10025656,3
2668,636,10025656,10025656,0
2669,626,10025704,10025680,-2
2670,627,10026016,10025680,-21
2671,628,10025848,10025680,-11
2672,629,10026088,10025680,-26
2673,630,10025632,10025680,3
2674,631,10025728,10025680,-3
2675,632,10025728,10025728,0
2676,633,10025680,10025680,0
2677,624,10026208,10036360,634
2678,625,10026208,10029952,234
2679,626,10026208,10026688,30
2680,627,10026208,10026760,34
2681,628,10026208,10025800,-26
2682,629,10025776,10025800,1
2683,630,10025824,10025800,-2
2684,631,10025800,10025800,0
2685,629,10025872,10026760,55
2686,630,10025896,10026760,54
2687,631,10025944,10026760,51
2688,632,10025944,10025992,3
2689,633,10025992,10025992,0
2690,633,10026976,10026760,-14
2691,634,10026976,10026400,-36
2692,635,10026928,10026400,-33
2693,636,10026400,10026400,0
2694,635,10026592,10026760,10
2695,636,10026640,10026760,7
2696,637,10026568,10026760,12
2697,638,10027048,10026760,-18
2698,639,10026760,10026760,0
2699,631,10026664,10026688,1
2700,632,10026952,10026688,-17
2701,633,10026952,10026376,-36
2702,634,10026952,10026952,0
2703,635,10026832,10026376,-29
2704,636,10027024,10026376,-41
2705,637,10026376,10026376,0
2706,635,10027072,10026688,-24
2707,636,10026352,10026688,21
2708,637,10026424,10026688,16
2709,638,10026448,10026688,15
2710,639,10026472,10026688,13
2711,640,10026472,10026880,25
2712,641,10026880,10026880,0
2713,641,10026808,10026688,-8
2714,642,10026544,10026688,9
2715,643,10026688,10026688,0
2716,634,10026856,10029952,193
2717,635,10026856,10028152,81
2718,636,10026856,10027360,31
2719,637,10026856,10026736,-8
2720,638,10026736,10026736,0
2721,638,10027768,10027360,-26
2722,639,10027768,10027648,-8
2723,640,10027456,10027648,12
2724,641,10027576,10027648,4
2725,642,10027648,10027648,0
2726,640,10027240,10027360,7
2727,641,10027504,10027360,-9
2728,642,10027312,10027360,3
2729,643,10027360,10027360,0
2730,639,10027168,10028152,61
2731,640,10027528,10028152,39
2732,641,10027528,10027192,-21
2733,642,10027528,10027696,10
2734,643,10027528,10027408,-8
2735,644,10027336,10027408,4
2736,645,10027816,10027408,-26
2737,646,10027792,10027408,-24
2738,647,10027408,10027408,0
2739,644,10027480,10027696,13
2740,645,10027552,10027696,9
2741,646,10027720,10027696,-2
2742,647,10027696,10027696,0
2743,644,10027432,10027192,-15
2744,645,10027840,10027192,-41
2745,646,10027840,10027264,-36
2746,647,10027624,10027264,-23
2747,648,10027672,10027264,-26
2748,649,10027264,10027264,0
2749,647,10027288,10027192,-6
2750,648,10027096,10027192,6
2751,649,10027120,10027192,4
2752,650,10027192,10027192,0
2753,645,10028392,10028152,-15
2754,646,10028152,10028152,0
2755,643,10028272,10029952,105
2756,644,10028272,10029064,49
2757,645,10028272,10028344,4
2758,646,10028272,10028200,-5
2759,647,10028272,10028272,0
2760,648,10028080,10028200,7
2761,649,10028080,10027936,-9
2762,650,10027936,10027936,0
2763,650,10028176,10028200,1
2764,651,10028248,10028200,-3
2765,652,10028200,10028200,0
2766,649,10028224,10028344,7
2767,650,10028296,10028344,3
2768,651,10028296,10028320,1
2769,652,10027960,10028320,22
2770,653,10028320,10028320,0
2771,652,10028344,10028344,0
2772,650,10028008,10029064,66
2773,651,10028008,10029016,63
2774,652,10028008,10029136,70
2775,653,10028008,10028488,30
2776,654,10028008,10028440,27
2777,655,10028536,10028440,-6
2778,656,10028032,10028440,25
2779,657,10028032,10028032,0
2780,658,10028440,10028440,0
2781,656,10028464,10028488,1
2782,657,10028488,10028488,0
2783,656,10027912,10029136,76
2784,657,10027864,10029136,79
2785,658,10027888,10029136,78
2786,659,10029136,10029136,0
2787,656,10029376,10029016,-23
2788,657,10029376,10028968,-26
2789,658,10029376,10029376,0
2790,659,10028992,10028968,-2
2791,660,10029160,10028968,-12
2792,661,10028968,10028968,0
2793,659,10028680,10029016,21
2794,660,10028872,10029016,9
2795,661,10028704,10029016,19
2796,662,10029016,10029016,0
2797,658,10029232,10029064,-11
2798,659,10029304,10029064,-15
2799,660,10029064,10029064,0
2800,657,10029256,10029952,43
2801,658,10029256,10029712,28
2802,659,10029256,10028800,-29
2803,660,10029184,10028800,-24
2804,661,10029280,10028800,-30
2805,662,10029280,10029280,0
2806,663,10028824,10028800,-2
2807,664,10028824,10028824,0
2808,665,10029352,10028800,-35
2809,666,10028896,10028800,-6
2810,667,10028776,10028800,1
2811,668,10028800,10028800,0
2812,662,10029040,10029712,42
